# SPARTA_BEAM_MAPPING v1
# title: BEAM_FINAL_QUAD_REV4_BEAM
# sparta_boundary_nodes: 408

# SECTION NODE_PROJECTIONS
# sparta_node_id  beam_elem  xi  gap_x  gap_y  active_flag
366 11 0.6000000000 -1.0000000000e-02 0.0000000000e+00 1
367 11 0.8000000000 -1.0000000000e-02 0.0000000000e+00 1
368 11 1.0000000000 -1.0000000000e-02 0.0000000000e+00 1
369 12 0.2000000000 -1.0000000000e-02 0.0000000000e+00 1
370 12 0.4000000000 -1.0000000000e-02 0.0000000000e+00 1
371 12 0.6000000000 -1.0000000000e-02 0.0000000000e+00 1
372 12 0.8000000000 -1.0000000000e-02 0.0000000000e+00 1
373 12 1.0000000000 -1.0000000000e-02 0.0000000000e+00 1
374 13 0.2000000000 -1.0000000000e-02 0.0000000000e+00 1
375 13 0.4000000000 -1.0000000000e-02 0.0000000000e+00 1
376 13 0.6000000000 -1.0000000000e-02 0.0000000000e+00 1
377 13 0.8000000000 -1.0000000000e-02 0.0000000000e+00 1
378 13 1.0000000000 -1.0000000000e-02 0.0000000000e+00 1
379 14 0.2000000000 -1.0000000000e-02 0.0000000000e+00 1
380 14 0.4000000000 -1.0000000000e-02 0.0000000000e+00 1
381 14 0.6000000000 -1.0000000000e-02 0.0000000000e+00 1
382 14 0.8000000000 -1.0000000000e-02 0.0000000000e+00 1
383 14 1.0000000000 -1.0000000000e-02 0.0000000000e+00 1
384 15 0.2000000000 -1.0000000000e-02 0.0000000000e+00 1
385 15 0.4000000000 -1.0000000000e-02 0.0000000000e+00 1
386 15 0.6000000000 -1.0000000000e-02 0.0000000000e+00 1
387 15 0.8000000000 -1.0000000000e-02 0.0000000000e+00 1
388 15 1.0000000000 -1.0000000000e-02 0.0000000000e+00 1
389 16 0.2000000000 -1.0000000000e-02 0.0000000000e+00 1
390 16 0.4000000000 -1.0000000000e-02 0.0000000000e+00 1
391 16 0.6000000000 -1.0000000000e-02 0.0000000000e+00 1
392 16 0.8000000000 -1.0000000000e-02 0.0000000000e+00 1
393 16 1.0000000000 -1.0000000000e-02 0.0000000000e+00 1
394 17 0.2000000000 -1.0000000000e-02 0.0000000000e+00 1
